image,psnr,ssim
0851,23.96406463185908,0.7671129007567937
0852,27.119469898149106,0.6944396397636482
0853,26.478095204330273,0.8024165508079409
0854,21.01549503564442,0.5293695605471749
0855,25.07295494492286,0.6050507307670557
