image,psnr_rgb,ssim_rgb,psnr_y,ssim_y
0851.png,28.743087671466302,0.8775700360990687,30.128729458249023,0.906584272539861
0852.png,30.20412585671178,0.8454516820543989,31.21908429073381,0.8602821529578445
0853.png,34.70574341070274,0.9379836277002124,36.56149242032348,0.955924147470892
0854.png,25.03233090481984,0.7663198880271548,26.320508716610945,0.7815925998186111
0855.png,29.465369186328854,0.7669347962538081,30.776252823595435,0.7973122176816038
0856.png,24.316773716433318,0.7369362691516216,27.423389117312592,0.7599845573106958
0857.png,34.96239302856121,0.7953320477082783,36.345059034670996,0.83415225273236
0858.png,28.62557640018387,0.8067792518156295,29.843595071550762,0.8273188144772827
0859.png,25.51144577467275,0.7213595195380244,26.780861430609306,0.7430290045703237
0860.png,20.62530414949037,0.6705180177363618,21.978927577571625,0.6803771513891815
0861.png,23.39645417379737,0.7846032452505547,24.596068615601368,0.803011895985605
0862.png,33.22043928536322,0.8356660112497654,34.550407975771016,0.8607136879258699
0863.png,33.28688798732767,0.9097598829891792,34.62104784068423,0.9221013476492315
0864.png,30.069249087203108,0.8104868662982994,31.310185719715648,0.8271556381324369
0865.png,27.420618603796626,0.7832809982773993,28.75875464430053,0.8003115112503678
0866.png,25.152111993062725,0.8291540458663068,26.57841891291532,0.8400646818251003
0867.png,28.860450662742423,0.8799471450778923,29.90478623930794,0.8906884822080794
0868.png,33.05931949933962,0.9637877450914516,34.30672973861282,0.9661671617255254
0869.png,23.926624159687098,0.824396074176832,25.24029324788122,0.8322948037675258
0870.png,28.799269487281258,0.8709251810914429,30.132322307048373,0.8841595659058762
0871.png,32.547545110088045,0.9174107186533899,34.089228212875994,0.9273514796247899
0872.png,24.110806334978648,0.7272709872794613,25.36991202962089,0.7505234989438208
0873.png,24.380624097925487,0.7746025601081202,25.692901308873065,0.7876320331193821
0874.png,30.20285801063221,0.8048545863711118,31.61734623706526,0.8281863666515205
0875.png,24.563687251393524,0.7025609233945808,25.83875381784782,0.7221858874047292
0876.png,22.193284074595113,0.620336394818077,23.29621460753313,0.6474890234576695
0877.png,40.47504165147728,0.969523565047472,41.85078968462841,0.9773826882143605
0878.png,32.494707286684566,0.9123579654469229,34.02256080159741,0.9234473628234967
0879.png,27.553686911474355,0.8761983474606061,28.861781360293065,0.8925996334958352
0880.png,32.28010685111534,0.9159888140633904,33.6059294689093,0.9230217861408321
0881.png,26.27315298638811,0.8006049566955792,27.663052875813385,0.8143937619000439
0882.png,34.35051735437267,0.950905236728243,35.84877019324098,0.9643298300204641
0883.png,26.563134981244577,0.779545119616362,28.376629435294305,0.8072039728279883
0884.png,26.333072348806645,0.7885743369701105,28.247691625735094,0.8151401622849169
0885.png,23.23652759845853,0.6658867911682118,24.592084750109393,0.688359635867101
0886.png,36.930054786957236,0.9236173482935276,38.690351475219565,0.9406736415856017
0887.png,25.430694492965035,0.7914239103132101,26.286539299339747,0.7923692795473624
0888.png,30.901588612721937,0.8986436090513181,32.307679988493454,0.9114212410713575
0889.png,31.447870593604137,0.9271872365588467,33.040166734155,0.9368397116452329
0890.png,25.38863304354244,0.7670205465769288,26.657014589505316,0.7750731292463698
0891.png,27.550999820376248,0.854049482322114,28.81567135056394,0.8700985395020745
0892.png,31.68324606848976,0.9406828065999059,32.984619748217085,0.9469881889803895
0893.png,33.47721912918053,0.8250978969075508,34.92982298371473,0.8583335260503108
0894.png,32.12119634345518,0.9055534833271297,33.43671926168486,0.9160536278175989
0895.png,20.417002265552288,0.6207300658468596,21.755155060706187,0.6359306543443806
0896.png,39.422349299910316,0.9431557350415009,41.0568837739601,0.9594752147048475
0897.png,22.269827323387084,0.745052924815676,23.41787510984698,0.7755779434214479
0898.png,34.827684281461806,0.9132300891231889,36.22064565598421,0.9340491904873611
0899.png,32.79937455687918,0.9268390442965533,34.051828199523435,0.9396532194418097
0900.png,28.60645383793095,0.8789704645775194,29.792832773784493,0.8965538548857254
