image,rgb_psnr,rgb_ssim,y_psnr,y_ssim
bsds_color_0001.png,29.40839298557571,0.7839208582453772,31.36550006178681,0.8117776987670936
bsds_color_0002.png,21.525933049791423,0.609629891508543,23.024430831385132,0.6344292070588513
bsds_color_0003.png,27.61716188197259,0.6832618080031833,29.20406195580343,0.7152533032333839
bsds_color_0004.png,33.18859164041581,0.8711603604515451,34.76260335452251,0.888726090436066
bsds_color_0005.png,20.677494887450948,0.6209572581191399,22.236559008399578,0.644632427240741
bsds_color_0006.png,31.931719618829458,0.8575130148602742,33.563453741874284,0.8796066819074245
bsds_color_0007.png,26.67534972860775,0.7896256569205237,28.168583667073968,0.8122261463905919
bsds_color_0008.png,21.47186559033415,0.6295467505930512,22.79303248165917,0.6747195127598281
bsds_color_0009.png,21.16912015660168,0.4944288381531152,22.614264763621183,0.5243588959911645
bsds_color_0010.png,21.968226542033527,0.5369555413312482,23.432764296731587,0.5717512968028817
bsds_color_0011.png,25.686163954714146,0.7747100446989097,27.508647286810263,0.7918548248762906
bsds_color_0012.png,24.121229253288156,0.759238747123215,25.426697927145604,0.7788273354918592
bsds_color_0013.png,20.12481112960468,0.5130484968936048,21.445846773040262,0.5458236600970832
bsds_color_0014.png,22.636819139350695,0.6769338491748925,24.03647493482488,0.6995776686019319
bsds_color_0015.png,32.243893255308606,0.8822934938467103,33.750053689027915,0.902636401293281
bsds_color_0016.png,28.564223986271706,0.8202448467052857,29.897251476863566,0.8383563568783914
bsds_color_0017.png,28.525318280065388,0.8246046695946543,29.828651192177936,0.8370278086976977
bsds_color_0018.png,25.062811975736544,0.7237046083356642,26.337133912267667,0.7430941560455296
bsds_color_0019.png,26.68875532492077,0.7037199547145074,28.412925171476697,0.7385975188079038
bsds_color_0020.png,26.93019762984065,0.7225612000577447,28.325127368998135,0.7496985974964875
bsds_color_0021.png,30.036481846048872,0.7741093358019686,31.828369846052865,0.8075774852115349
bsds_color_0022.png,29.73580354689318,0.7044361524054225,31.05849173017402,0.7373327434087091
bsds_color_0023.png,24.40195067625297,0.6906724806284549,25.738847666502505,0.7093560380953358
bsds_color_0024.png,27.348969399938674,0.7233951193182376,28.73830745350176,0.7471754095127031
bsds_color_0025.png,31.687565510578874,0.8328168346366723,33.01839377746403,0.8558173051366184
bsds_color_0026.png,31.538295822730902,0.9137354896442247,32.845229522368534,0.9225546245808238
bsds_color_0027.png,25.067085761917443,0.7751830370875883,26.520364927988837,0.7920505359335033
bsds_color_0028.png,30.469226067849938,0.8667860892144644,31.96812680805744,0.8819956637961218
bsds_color_0029.png,32.52812887635876,0.8965073316982872,33.87822867129962,0.9119979706311271
bsds_color_0030.png,30.332895462961318,0.89056963924485,31.70276968830769,0.8988170690020479
bsds_color_0031.png,27.336321610689133,0.7046021759556621,28.74321757327522,0.7347539626260671
bsds_color_0032.png,23.536826273265103,0.6436576174679683,24.846743548953935,0.6614847664217133
bsds_color_0033.png,24.538409920186893,0.57137124592614,25.905713113370822,0.6117538519997003
bsds_color_0034.png,21.86451565838622,0.42756751088310213,23.222719257062096,0.4635094809175264
bsds_color_0035.png,24.0906306766195,0.693276868993833,25.287080305508177,0.7200047095424723
bsds_color_0036.png,21.758223454610345,0.6504640006402282,23.063362150026258,0.6711798741202449
bsds_color_0037.png,25.44045846467139,0.833704034752853,26.72536465058542,0.8466539950183977
bsds_color_0038.png,23.01416972268456,0.7469468006048666,24.51248331969753,0.7703487268621347
bsds_color_0039.png,21.468741461404818,0.5539622153766469,22.738080897611738,0.587933994396563
bsds_color_0040.png,23.935741424109153,0.6630110164135558,25.225879445995396,0.7044993547852321
bsds_color_0041.png,25.405848386131296,0.7559582704096369,26.680103131577667,0.7782214751652787
bsds_color_0042.png,21.997929467368454,0.49791194819306356,23.43903234152277,0.5200889069667768
bsds_color_0043.png,27.37731864437955,0.777351676574172,28.66448272087092,0.7949130566507653
bsds_color_0044.png,23.719631500197323,0.7771203139994526,25.07470001507243,0.8003035678618418
bsds_color_0045.png,33.41593988671403,0.8689627731810153,34.85319010435593,0.8876110585908061
bsds_color_0046.png,23.002371095203248,0.5882898366621739,24.374347025671174,0.6121884467486974
bsds_color_0047.png,25.466689920835638,0.6509504389008127,26.856251805754496,0.6793236477903244
bsds_color_0048.png,27.832516438367037,0.7760118229387056,29.218625217063135,0.8053388932593194
bsds_color_0049.png,22.850703289992488,0.6576214588934294,24.33147958898768,0.6975997455344252
bsds_color_0050.png,22.88374286370405,0.6078239866713017,24.432277909935145,0.650257610310041
bsds_color_0051.png,23.75217695311865,0.5986011538606012,25.03391895043623,0.6276753869030247
bsds_color_0052.png,21.89137121135504,0.6626591627101653,23.14625644014943,0.6807898618192948
bsds_color_0053.png,21.621391297783326,0.680161101813956,22.924736511191032,0.6965685135286961
bsds_color_0054.png,22.692641607641228,0.6561785505744795,23.999105355013985,0.6791413949771647
bsds_color_0055.png,22.872991034834182,0.6339471444649682,24.103092548022225,0.6600867772714635
bsds_color_0056.png,26.77826150121881,0.8538598386518116,28.296390573882483,0.8813272487006124
bsds_color_0057.png,25.301493947215356,0.6375456669449645,26.85125473127529,0.6741286341799809
bsds_color_0058.png,21.57187513936233,0.6325787882691524,22.91542886103212,0.6587337895651755
bsds_color_0059.png,26.819434285422126,0.8357239371073337,28.497210678416597,0.8595327559655208
bsds_color_0060.png,25.45709926866322,0.7477021662133909,27.05708820476842,0.7926835599627117
bsds_color_0061.png,20.801270817709675,0.6987197779548784,22.046009922132907,0.7164748121739792
bsds_color_0062.png,28.05850533108471,0.8779021743795306,29.477496995642557,0.8991719017783453
bsds_color_0063.png,25.033260441549977,0.6817678829544307,26.820787336076172,0.7105035343890904
bsds_color_0064.png,25.316651810422705,0.8611966365796121,26.92485741856288,0.876951572524344
bsds_color_0065.png,28.41913827310346,0.8041807296716527,29.893570539174643,0.8220209034866073
bsds_color_0066.png,28.067893393313156,0.7945630087422858,29.483226981029734,0.8107855836333454
bsds_color_0067.png,27.093985708115866,0.7891205094175097,29.015881324550765,0.842746413403966
bsds_color_0068.png,26.38684963234095,0.7661396206749117,27.92671529594697,0.7955253013616347
bsds_color_0069.png,30.10979032282826,0.8645712275883417,31.813656910136782,0.8881943670773876
bsds_color_0070.png,27.66903325707117,0.7880252814925118,29.296224026141424,0.8211737066218421
bsds_color_0071.png,25.7355667299924,0.7625863958636114,27.07644892751789,0.7784626995523917
bsds_color_0072.png,23.374279594946145,0.6473841223847855,24.57704256520592,0.6712431536325792
bsds_color_0073.png,21.976257699160126,0.3849849194735926,23.33944388802168,0.41001759530860765
bsds_color_0074.png,21.685674308890682,0.7262441947497936,22.855792851101533,0.7383603021828463
bsds_color_0075.png,27.200509546262438,0.7476837766798251,28.427902788171288,0.7760662255892379
bsds_color_0076.png,21.815040219823565,0.6841697451617827,23.21886702416188,0.701653310248064
bsds_color_0077.png,22.495486961190355,0.626113082757812,24.085605220217765,0.6500459247546622
bsds_color_0078.png,25.311441296122773,0.7455738894861916,26.452767591313183,0.7586358593357476
bsds_color_0079.png,18.553118794895568,0.5851964113669231,20.048951920828607,0.603122686543087
bsds_color_0080.png,32.419745531462354,0.9518206356092854,34.16436107120645,0.9635510186626631
bsds_color_0081.png,34.571389613573125,0.9559798209654566,36.56641199352168,0.9684287611646119
bsds_color_0082.png,23.05214546421507,0.649536152257075,24.527355131455458,0.66550171980574
bsds_color_0083.png,24.48456639882155,0.6584459141211058,26.612855005494854,0.690943929684051
bsds_color_0084.png,20.90039922038805,0.6432732174254909,22.112377495949218,0.6661723907267347
bsds_color_0085.png,23.975204185916986,0.5882957907627934,25.457580797286976,0.6206240614865159
bsds_color_0086.png,25.091559045072355,0.7339584814564365,26.508056781685042,0.76648269728139
bsds_color_0087.png,24.442001195012107,0.7724249837483282,25.66244665022677,0.7985697720880753
bsds_color_0088.png,30.985820246535493,0.8427123460773078,32.944056807659045,0.8715690614206187
bsds_color_0089.png,26.92234145644564,0.7223603008679826,28.829865492840664,0.7568490323503131
bsds_color_0090.png,26.953210273130054,0.6583086515412461,28.28506903625933,0.6832368029912955
bsds_color_0091.png,21.630534836218054,0.5615696181915291,22.90356886277406,0.5857431651519848
bsds_color_0092.png,25.50455946181077,0.5789128610991116,27.03181377579031,0.6181403899563792
bsds_color_0093.png,29.468442520838657,0.8489493803631647,31.75172361341207,0.872588107987126
bsds_color_0094.png,21.099792391443216,0.6338547907323716,22.386868524663072,0.6548362623642922
bsds_color_0095.png,21.711982774822683,0.6850769972525845,23.16153004448671,0.711543575887702
bsds_color_0096.png,21.767160927372625,0.6658711866310892,23.050509947358712,0.6880476830580632
bsds_color_0097.png,22.93384171899155,0.7163811993377598,24.27689169077756,0.7421944287147338
bsds_color_0098.png,21.616419740730805,0.5531033250481046,22.872913578461173,0.5772176345253939
bsds_color_0099.png,23.11501770171628,0.6394666583519295,24.565614155847413,0.6873885711339403
