threshold,count,psnr_rgb,ssim_rgb,psnr_gray,ssim_gray,psnr_y,ssim_y,min_y,max_y,median_y
20,490,25.31257669775721,0.7340897887007551,25.311319138875316,0.7340863068158195,26.602108750093045,0.7501941050901454,20.06688970316747,37.99947526306733,26.298215365762587
22,467,25.578281431478498,0.7415615519552873,25.577090624637844,0.7415591110823272,26.86825251229808,0.7577411126572501,22.019153082759104,37.99947526306733,26.482622025297434
24,386,26.376718806074948,0.7627688163211481,26.375721362747786,0.7627659841818644,27.666891702514096,0.7789514090997198,24.0204604313166,37.99947526306733,27.068198371793464
25,319,27.04383652441524,0.7805243886400739,27.042795634163088,0.7805203278864637,28.334948450276194,0.7966551644826896,25.021491965428538,37.99947526306733,27.82935338718527
26,261,27.686099517801498,0.7902182310009683,27.6851390122145,0.7902178116027943,28.97768229018087,0.8062647841506325,26.00078721235183,37.99947526306733,28.476533415267188
27,199,28.45840794574252,0.8072407586943854,28.45742644118219,0.8072438579706248,29.751816805411387,0.8232418765991928,27.023899588915967,37.99947526306733,29.108642562429893
28,152,29.186940021995593,0.826688167867664,29.185975950765737,0.8266953921847189,30.484757465376607,0.8417693051986045,28.02279221862133,37.99947526306733,29.6939054521567
30,73,30.960505655216654,0.86476278322353,30.959246496590804,0.8647773954129873,32.25239249902907,0.8777508640883575,30.002116511737963,37.99947526306733,31.519209878836016
